header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Lombardijenlaan 333,5045 WN Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-42661958-lombardijenlaan-333/?navigateSource=resultlist,20220128_090200,"€ 369,500 kosten koper","€ 2,678    The asking price per m² (€ 369,500) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1996,Living area138 m²External storage space6 m²,138 m²,6 m²,167 m²,450 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Outdoor awning, mechanical ventilation and solar panels",B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,District heating,167 m²,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,"65 m² (11 meter deep and 5,7 meter broad)",Located at the northwest accessible via the rear,Detached brick storage,Electricity,Public parking,no
