header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Ownership situation,Type of garage,Capacity,Facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Isingstraat 67,2522 JM Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88040962-isingstraat-67/?navigateSource=resultlist,20220131_194234,"€ 275,000 kosten koper","€ 3,986    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available immediately,Ground-floor apartment (apartment),Resale property,1930,Living area69 m²Other space inside the building53 m²,69 m²,53 m²,397 m³,4 rooms (2 bedrooms),1 story,Ground floor,Not available,Full ownership,Built-in,1 car,Electricity,No,No,No,No,No,No,no
