header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Fees,Location,Shed / storage,Facilities,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Geschutswerf 35,1018 AW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42687752-geschutswerf-35/?navigateSource=resultlist,20220130_193837,"€ 1,500,000 kosten koper","€ 6,073    The asking price per m² (€ 1,500,000) is calculated by dividing the asking price of the home by the living area (247 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,Ground-floor apartment,Resale property,1840,Listed building (national monument),Living area247 m²External storage space8 m²,247 m²,8 m²,867 m³,2 rooms (1 bedroom),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",2 stories,Ground floor,Not required,CH boiler,CH boiler,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-12-2050),Paid until 15-12-2050,Alongside a quiet road and alongside water,Storage box,Electricity,Underground parking,Parking garage,Yes,Yes,Yes,Yes,Yes,Yes,no
