header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Wislaan 241,5406 AC Uden        ,https://www.funda.nl/en/koop/uden/huis-42537312-wislaan-241/?navigateSource=resultlist,20220129_182607,"€ 419,000 kosten koper","€ 3,492    The asking price per m² (€ 419,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1999,Gable roof covered with roof tiles,Living area120 m²Other space inside the building18 m²,120 m²,18 m²,225 m²,503 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,Gas-fired combination boiler from 2013,225 m²,Full ownership,In center,Back garden,88 m² (11 meter deep and 8 meter broad),Located at the south,Built-in,1 car,no
