header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,error
Bouwnummer (Bouwnr. 15),3075 AX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42482746-bouwnummer-bouwnr-15/?navigateSource=resultlist,20220126_164530,"€ 397,500 vrij op naam","€ 4,274    The asking price per m² (€ 397,500) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,"Single-family home, corner house",New property,2023,Woningborg garantiecertificaat,Living area93 m²,93 m²,242 m³,1 room,1 story,Mechanical ventilation,A        What does this mean?,"Roof insulation, insulated walls and floor insulation",District heating,District heating,In residential district,no
