header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of garage,Capacity,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Oude Kerkstraat 20 C12,4524 CV Sluis        ,https://www.funda.nl/en/koop/sluis/appartement-88014690-oude-kerkstraat-20-c12/?navigateSource=resultlist,20220128_085104,"€ 419,000 vrij op naam","€ 3,675    The asking price per m² (€ 419,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,€ 0.00 per month,Apartment with shared street entrance (apartment),New property,2021,Combination roof,Living area114 m²,114 m²,450 m³,4 rooms (3 bedrooms),3 stories,2nd floor,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls and floor insulation",CH boiler,CH boiler,Full ownership,In center,Built-in and parking place,1 car,No,No,No,No,No,No,no
