header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Shed / storage,Type of parking facilities,error
Vissersburen 27,8531 EB Lemmer        ,https://www.funda.nl/en/koop/lemmer/huis-88010461-vissersburen-27/?navigateSource=resultlist,20220128_141713,"€ 450,000 kosten koper","€ 1,490    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (302 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1970,Combination roof covered with asphalt roofing and roof tiles,Living area302 m²Other space inside the building50 m²,302 m²,50 m²,184 m²,700 m³,8 rooms (2 bedrooms),1 separate toilet,"2 stories, a/an attic and a basement",Air conditioning and sliding door,E        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",184 m²,Full ownership,In center,Built-in,Public parking and resident's parking permits,no
