header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Heating,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Bouwtype H (Bouwnr. 129),6224 JT Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-42463916-bouwtype-h-bouwnr-129/?navigateSource=resultlist,20220130_121648,"€ 389,500 vrij op naam","€ 4,994    The asking price per m² (€ 389,500) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Apartment with shared street entrance,New property,2022,Living area78 m²,78 m²,235 m³,3 rooms (2 bedrooms),1 story,3rd floor,A        What does this mean?,Heat pump,Sun terrace,Built-in,Parking place,Parking on private property,no
