header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van der Duijn van Maasdamweg 620 O.4.6.,3045 PE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88941866-van-der-duijn-van-maasdamweg-620-o46/?navigateSource=resultlist,20220127_202807,"€ 900,000 vrij op naam","€ 5,263    The asking price per m² (€ 900,000) is calculated by dividing the asking price of the home by the living area (171 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Huisgarantie,Living area171 m²Exterior space attached to the building19 m²,171 m²,19 m²,479 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,2 toilets,1 story,4th floor,"Outdoor awning, elevator, mechanical ventilation and solar panels",Not available,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Alongside park and unobstructed surrounding view,Balcony present,Built-in,Underground parking,Parking garage,No,No,No,No,No,No,no
