header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Garden,Back garden,Garden location,Type of parking facilities,error
Patiowoningen Type B (Bouwnr. 363),5281 Boxtel        ,https://www.funda.nl/en/koop/boxtel/huis-42540277-patiowoningen-type-b-bouwnr-363/?navigateSource=resultlist,20220128_012428,"€ 486,555 vrij op naam","€ 4,915    The asking price per m² (€ 486,555) is calculated by dividing the asking price of the home by the living area (99 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Under option,Available in consultation,"Bungalow, semi-detached residential property",New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area99 m²,99 m²,413 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,A        What does this mean?,"Geothermal heating, complete floor heating, heat recovery unit and heat pump",Back garden and front garden,132 m² (12 meter deep and 11 meter broad),Located at the northeast,Parking on private property,no
