header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Sint Vincentiusstraat 13,4901 GH Oosterhout (NB)        ,https://www.funda.nl/en/koop/oosterhout-nb/huis-88940393-sint-vincentiusstraat-13/?navigateSource=resultlist,20220128_054029,"€ 259,000 kosten koper","€ 2,333    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1938,Gable roof covered with roof tiles,Living area111 m²External storage space24 m²,111 m²,24 m²,157 m²,396 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,3 stories,Rolldown shutters,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha Quinta (gas-fired combination boiler from 2005, in ownership)",157 m²,Full ownership,In residential district,Back garden,Detached brick storage,Public parking,no
