header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Oostersingel 66,9711 XE Groningen        ,https://www.funda.nl/en/koop/groningen/huis-42670139-oostersingel-66/?navigateSource=resultlist,20220129_063319,"€ 250,000 kosten koper","€ 3,623    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1915,Combination roof covered with asphalt roofing and roof tiles,Living area69 m²Exterior space attached to the building10 m²,69 m²,10 m²,61 m²,258 m³,3 rooms (2 bedrooms),2 separate toilets,2 stories,TV via cable,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired from 2012, in ownership)",61 m²,Municipal ownership encumbered with long-term leaset,In residential district,Back garden,"13 m² (3,7 meter deep and 3,5 meter broad)",Located at the southwest,Roof terrace present,Paid parking and public parking,no
