header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Peperstraat 15 3,1011 TJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88049178-peperstraat-15-3/?navigateSource=resultlist,20220129_051034,"€ 475,000 kosten koper","€ 7,422    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,€ 140.00 per month,Upstairs apartment (double upstairs apartment),Resale property,1905,Energie Prestatie Advies,Living area64 m²Exterior space attached to the building18 m²,64 m²,18 m²,223 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath,2 stories,3rd floor,E        What does this mean?,CH boiler,Full ownership,Alongside a quiet road and in center,Roof terrace present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 140.00 per month),Yes,Yes,Yes,no
