header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Type of parking facilities,error
13 | D1 | Blok2 | 2-kamerapp. | de Vlinder (Bouwnr. 13),5624 AA Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42697466-13-d1-blok2-2-kamerapp-de-vlinder-bouwnr-13/?navigateSource=resultlist,20220201_015111,"€ 269,000 vrij op naam","€ 5,723    The asking price per m² (€ 269,000) is calculated by dividing the asking price of the home by the living area (47 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Apartment with shared street entrance,New property,2022,Flat roof,Woningborg garantiecertificaat,Living area47 m²Exterior space attached to the building5 m²,47 m²,5 m²,141 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,4 stories,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,In residential district,Public parking,no
