header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Location,Shed / storage,Type of parking facilities,error
Kaap Horn 2.3.29 (Bouwnr. 29),1031 HX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42474704-kaap-horn-2329-bouwnr-29/?navigateSource=resultlist,20220129_092131,"€ 1,550,000 vrij op naam","€ 10,065    The asking price per m² (€ 1,550,000) is calculated by dividing the asking price of the home by the living area (154 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Mezzanine,New property,After 2020,Living area154 m²,154 m²,420 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",1 story,A        What does this mean?,Completely insulated,Complete floor heating,Alongside water,Storage box,Paid parking and parking garage,no
