header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
St Norbertuslaan 10,5643 PN Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42414542-st-norbertuslaan-10/?navigateSource=resultlist,20220201_014208,"€ 500,000 kosten koper","€ 4,545    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1954,Gable roof,Living area110 m²Exterior space attached to the building12 m²External storage space12 m²,110 m²,12 m²,12 m²,148 m²,375 m³,5 rooms (4 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,Air conditioning,D        What does this mean?,Double glazing,CH boiler,CH boiler,148 m²,Full ownership,Back garden,48 m² (8 meter deep and 6 meter broad),Located at the southwest accessible via the rear,Detached brick storage,Public parking,no
