header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prins Willem-Alexanderweg 245,2595 BV Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42653623-prins-willem-alexanderweg-245/?navigateSource=resultlist,20220131_205418,"€ 475,000 kosten koper","€ 4,025    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under offer,Available immediately,€ 273.15 per month,Apartment with shared street entrance,Resale property,2005,Living area118 m²Exterior space attached to the building15 m²External storage space4 m²,118 m²,15 m²,4 m²,381 m³,3 rooms (2 bedrooms),23 stories,10th floor,B        What does this mean?,District heating,District heating,Yes,Yes,Yes (€ 273.15 per month),Yes,Yes,Yes,no
