header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Fees,Garden,Back garden,Garden location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Johannes Vermeerstraat 34 huis,1071 DS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42555010-johannes-vermeerstraat-34-huis/?navigateSource=resultlist,20220131_000045,"€ 1,850,000 kosten koper","€ 11,012    The asking price per m² (€ 1,850,000) is calculated by dividing the asking price of the home by the living area (168 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 189 per month,4 months,Sold under reservation,Available in consultation,€ 189.00 per month,Ground-floor apartment,Resale property,1911,Living area168 m²Other space inside the building22 m²,168 m²,22 m²,669 m³,6 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories,Ground floor,Not available,CH boiler,CH boiler,Municipal long-term lease (end date of long-term lease:  30-11-2035),"€ 460,04 per year with option to purchase",Back garden,"40 m² (5,88 meter deep and 6,74 meter broad)",Located at the southwest,Yes,No,No,Yes,No,Yes,no
