header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Basilicumstraat 1,3544 BX Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42681501-basilicumstraat-1/?navigateSource=resultlist,20220131_161408,"€ 389,000 kosten koper","€ 4,523    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,2001,Flat roof covered with asphalt roofing,Living area86 m²External storage space14 m²,86 m²,14 m²,122 m²,302 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,"Outdoor awning, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,District heating,Central facility,122 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,Alongside a quiet road and in residential district,Back garden,"43 m² (9,49 meter deep and 4,57 meter broad)",Located at the south,Detached wooden storage,Public parking,no
