header_title,header_subtitle,ad_link,ad_download_date_time,Price,Auction date,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,error
Lijsterstraat 32,1781 WD Den Helder        ,https://www.funda.nl/en/koop/den-helder/huis-42663607-lijsterstraat-32/?navigateSource=resultlist,20220129_005003,Price on request (auction),"Thursday, February 3, 2022",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1935,Gable roof covered with roof tiles,Living area110 m²External storage space7 m²,110 m²,7 m²,128 m²,375 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,F        What does this mean?,CH boiler,CH boiler,Combination boiler from 2004,128 m²,Full ownership,Back garden and front garden,Detached brick storage,no
