header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Boschmeersingel 86,5223 HK Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42672276-boschmeersingel-86/?navigateSource=resultlist,20220201_105211,"€ 325,000 kosten koper","€ 2,876    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1962,Gable roof covered with roof tiles,Living area113 m²External storage space8 m²,113 m²,8 m²,141 m²,384 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,D        What does this mean?,CH boiler,CH boiler,141 m²,Full ownership,In residential district,Back garden and front garden,"77 m² (14 meter deep and 5,5 meter broad)",Located at the southwest accessible via the rear,Detached brick storage,no
