header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Merwedekade 231 bis,3522 JN Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88976027-merwedekade-231-bis/?navigateSource=resultlist,20220131_164905,"€ 425,000 kosten koper","€ 5,000    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,€ 106.00 per month,Upstairs apartment (apartment),Resale property,1931,Living area85 m²Other space inside the building10 m²Exterior space attached to the building3 m²External storage space6 m²,85 m²,10 m²,3 m²,6 m²,215 m³,4 rooms (3 bedrooms),3 stories,1st floor,C        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Yes,Yes,Yes (€ 106.00 per month),Yes,Yes,Yes,no
