header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Balcony/roof garden,Type of parking facilities,error
Nieuwe Haven 131,3116 AC Schiedam        ,https://www.funda.nl/en/koop/schiedam/huis-42672475-nieuwe-haven-131/?navigateSource=resultlist,20220129_101941,"€ 875,000 kosten koper","€ 3,302    The asking price per m² (€ 875,000) is calculated by dividing the asking price of the home by the living area (265 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1861,Combination roof covered with other,Living area265 m²Other space inside the building83 m²Exterior space attached to the building15 m²,265 m²,83 m²,15 m²,261 m²,"1,098 m³",8 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,"3 stories, a/an attic and a basement",Mechanical ventilation and rolldown shutters,C        What does this mean?,Mostly double glazed,CH boiler,CH boiler,261 m²,Full ownership,"In center, freestanding location and unobstructed surrounding view",Back garden and front garden,120 m² (15 meter deep and 8 meter broad),Balcony present,Public parking,no
