header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Rijwoning levensloopbestendig (Bouwnr. 13),6627 AB Maasbommel        ,https://www.funda.nl/en/koop/maasbommel/huis-41382457-rijwoning-levensloopbestendig-bouwnr-13/?navigateSource=resultlist,20220129_065519,Price on request,6+ months,Under option,Available in consultation,"Single-family home, row house",New property,2021,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area104 m²,104 m²,369 m³,4 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,Alongside a quiet road and in residential district,Back garden and front garden,42 m² (6 meter deep and 7 meter broad),Located at the east accessible via the rear,Detached wooden storage,Public parking,no
