header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Fees,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Gerrit van der Veenstraat 145 B*,1077 DZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41334633-gerrit-van-der-veenstraat-145-b/?navigateSource=resultlist,20220130_214037,"€ 1,625,000 kosten koper","€ 6,323    The asking price per m² (€ 1,625,000) is calculated by dividing the asking price of the home by the living area (257 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1928,Living area257 m²Exterior space attached to the building33 m²,257 m²,33 m²,865 m³,9 rooms (7 bedrooms),2 bathrooms and 1 separate toilet,Bath and 2 toilets,3 stories,3rd floor,E        What does this mean?,Double glazing and floor insulation,CH boiler,Municipal ownership encumbered with long-term leaset,Paid until 31-12-2051,Alongside a quiet road and in residential district,Sun terrace,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,No,Yes,no
