header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Lloyd Yard (Bouwnr. 29),3024 WH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41144285-lloyd-yard-bouwnr-29/?navigateSource=resultlist,20220126_005921,"€ 662,000 vrij op naam","€ 5,213    The asking price per m² (€ 662,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2023,Woningborg garantiecertificaat,Living area127 m²Exterior space attached to the building13 m²,127 m²,13 m²,419 m³,3 rooms (2 bedrooms),1 story,3rd floor,"Balanced ventilation system, optical fibre, elevator, sliding door and solar panels",A        What does this mean?,"Double glazing, energy efficient window and completely insulated","District heating, complete floor heating and heat recovery unit",Central facility and district heating,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Sun terrace,"13 m² (5,55 meter deep and 2,35 meter broad)",Located at the west,Built-in,Underground parking and parking place,Public parking and parking garage,no
