header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,error
HOGE VRIJHEID 3-Kamer Appartement (Bouwnr. 119),2521 CK Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-41829699-hoge-vrijheid-3-kamer-appartement-bouwnr-119/?navigateSource=resultlist,20220131_234405,"€ 366,967 vrij op naam","€ 5,242    The asking price per m² (€ 366,967) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2022,Living area70 m²,70 m²,178 m³,3 rooms (2 bedrooms),1 story,19th floor,A        What does this mean?,no
