header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prinsekade 19 RD,3142 GJ Maassluis        ,https://www.funda.nl/en/koop/maassluis/appartement-42686921-prinsekade-19-rd/?navigateSource=resultlist,20220130_135235,"€ 300,000 kosten koper","€ 3,158    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,€ 29.00 per month,Upstairs apartment (apartment),Resale property,1916,Combination roof covered with asphalt roofing and roof tiles,Living area95 m²Exterior space attached to the building8 m²,95 m²,8 m²,285 m³,5 rooms (3 bedrooms),1 bathroom,Shower,2 stories,2nd floor,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler from 2008, in ownership",Full ownership,"Alongside a quiet road, alongside water, in center and unobstructed surrounding view",Public parking,Yes,No,Yes (€ 29.00 per month),No,No,Yes,no
