header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of garage,Type of parking facilities,error
Twistvlietpad 51,8043 HT Zwolle        ,https://www.funda.nl/en/koop/zwolle/huis-42547975-twistvlietpad-51/?navigateSource=resultlist,20220129_080932,"€ 395,000 kosten koper","€ 3,086    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2004,Gable roof covered with roof tiles,Living area128 m²External storage space8 m²,128 m²,8 m²,169 m²,445 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,A        What does this mean?,CH boiler,CH boiler,"HR AGPO (gas-fired combination boiler from 2004, in ownership)",169 m²,Full ownership,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,"56 m² (10 meter deep and 5,6 meter broad)",Located at the southwest accessible via the rear,Detached wooden storage,Electricity,Carport,Public parking,no
