header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Korhoenderveld 141,5431 HD Cuijk        ,https://www.funda.nl/en/koop/cuijk/huis-42687391-korhoenderveld-141/?navigateSource=resultlist,20220128_142743,"€ 250,000 kosten koper","€ 2,137    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1974,Gable roof covered with roof tiles,Living area117 m²External storage space8 m²,117 m²,8 m²,136 m²,401 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories and a attic,TV via cable,E        What does this mean?,CH boiler,CH boiler,"HR (gas-fired combination boiler, in ownership)",136 m²,Full ownership,In residential district,Back garden,"66 m² (12 meter deep and 5,5 meter broad)",Located at the southwest accessible via the rear,Detached brick storage,Electricity,Not yet present but possible,Public parking,no
