header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Patrijshof 11,9765 JD Paterswolde        ,https://www.funda.nl/en/koop/paterswolde/huis-42681174-patrijshof-11/?navigateSource=resultlist,20220130_134208,"€ 275,000 kosten koper","€ 2,200    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1971-1980,Gable roof covered with roof tiles,Living area125 m²External storage space4 m²,125 m²,4 m²,162 m²,375 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories and a attic,Skylight and solar panels,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",162 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,42 m² (7 meter deep and 6 meter broad),Located at the south,Attached wooden storage,Public parking,no
