header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,error
van Wassenhovestraat 45,5613 LK Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42696341-van-wassenhovestraat-45/?navigateSource=resultlist,20220201_014821,"€ 435,000 kosten koper","€ 3,595    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1959,Living area121 m²Exterior space attached to the building5 m²External storage space14 m²,121 m²,5 m²,14 m²,210 m²,420 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,E        What does this mean?,Double glazing,CH boiler,CH boiler,Combination boiler,210 m²,Full ownership,Back garden and front garden,102 m² (17 meter deep and 6 meter broad),Located at the west accessible via the rear,Balcony present,Detached brick storage,Electricity,Public parking,no
