header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Hot water,Area,Ownership situation,Location,Garden,Patio/atrium,Balcony/roof garden,Type of parking facilities,error
Boerhaavestraat 24,1221 ER Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42687124-boerhaavestraat-24/?navigateSource=resultlist,20220128_032917,"€ 399,000 kosten koper","€ 3,270    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1937,Gable roof covered with roof tiles,Living area122 m²Exterior space attached to the building7 m²,122 m²,7 m²,86 m²,430 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,G        What does this mean?,CH boiler,86 m²,Full ownership,Alongside a quiet road and in residential district,Patio/atrium,"4 m² (1,15 meter deep and 3,75 meter broad)",Balcony present,Public parking,no
