header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Location.1,Garden location,Type of parking facilities,error
Kruisstraat 5,1621 EH Hoorn (NH)        ,https://www.funda.nl/en/koop/hoorn-nh/huis-42535827-kruisstraat-5/?navigateSource=resultlist,20220129_085548,"€ 275,000 kosten koper","€ 4,104    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1890,Protected townscape or village view (permit needed for alterations),Hipped roof covered with asphalt roofing and roof tiles,Living area67 m²,67 m²,65 m²,239 m³,3 rooms (2 bedrooms),1 separate toilet,2 stories,Not available,Partly double glazed,CH boiler,CH boiler,"Daalderop HR CW5 (gas-fired combination boiler from 2010, in ownership)",65 m²,Full ownership,Alongside a quiet road and in center,Location,"5 m² (3,5 meter deep and 1,5 meter broad)",Located at the southwest,Paid parking and resident's parking permits,no
