header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Purchase combination,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Bloemenlaan 38,3075 PJ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42541781-bloemenlaan-38/?navigateSource=resultlist,20220126_163831,"€ 307,500 kosten koper","€ 2,929    The asking price per m² (€ 307,500) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,Part of a project for the selling of rented property to the sitting tenants,"Single-family home, corner house",Resale property,1985,Gable roof,Living area105 m²External storage space7 m²,105 m²,7 m²,122 m²,325 m³,5 rooms (3 bedrooms),3 stories,Skylight and mechanical ventilation,C        What does this mean?,Double glazing,CH boiler,CH boiler,Combination boiler,122 m² (part of parcel),Full ownership,"Alongside a quiet road, alongside water and in residential district",Back garden and front garden,Detached brick storage,"Paid parking, public parking and resident's parking permits",no
