header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Hot water,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Shed / storage,Insulation.1,Type of garage,Capacity,error
Muiderlaan (Bouwnr. H),1087 VA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42486337-muiderlaan-bouwnr-h/?navigateSource=resultlist,20220130_182748,"€ 660,000 vrij op naam","€ 4,783    The asking price per m² (€ 660,000) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Double ground-floor apartment (apartment),New property,2021,Flat roof covered with asphalt roofing,Living area138 m²Exterior space attached to the building34 m²External storage space5 m²,138 m²,34 m²,5 m²,410 m³,5 rooms (4 bedrooms),2 stories,5th floor,A+++        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",Geothermal heating,On navigable waterway and alongside water,Sun terrace,28 m² (14 meter deep and 2 meter broad),Located at the west,Balcony present,Storage box,Completely insulated,Built-in and underground parking,1 car,no
