header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Costerman Boodtstraat 39,5051 WB Goirle        ,https://www.funda.nl/en/koop/goirle/huis-88044844-costerman-boodtstraat-39/?navigateSource=resultlist,20220128_035344,"€ 325,000 kosten koper","€ 2,851    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available on 4/22/2022,"Single-family home, row house",Resale property,1972,Gable roof covered with roof tiles,Living area114 m²Exterior space attached to the building18 m²External storage space15 m²,114 m²,18 m²,15 m²,180 m²,447 m³,1 room,1 separate toilet,1 story,"Skylight, rolldown shutters and TV via cable",C        What does this mean?,Double glazing,"CH boiler, wood heater and partial floor heating",CH boiler,"Remeha Avanta 35C (gas-fired combination boiler from 2009, in ownership)",180 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"55 m² (9,25 meter deep and 5,94 meter broad)",Located at the south accessible via the rear,Public parking,no
