header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Hot water,Ownership situation,Location,Type of parking facilities,error
Bouwnummer 31 (Bouwnr. 031),5658 Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42426417-bouwnummer-31-bouwnr-031/?navigateSource=resultlist,20220201_004336,"€ 715,000 vrij op naam","€ 3,295    The asking price per m² (€ 715,000) is calculated by dividing the asking price of the home by the living area (217 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Under option,Available in consultation,Upstairs apartment (apartment),New property,2021,Woningborg garantiecertificaat,Living area217 m²,217 m²,805 m³,7 rooms (5 bedrooms),4 stories,1st floor,"Outdoor awning, mechanical ventilation and solar panels",A        What does this mean?,Double glazing and completely insulated,District heating,Full ownership,On the edge of a forest and unobstructed surrounding view,Parking on private property,no
