header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
De Bouwing 23,4191 TP Geldermalsen        ,https://www.funda.nl/en/koop/geldermalsen/huis-42675574-de-bouwing-23/?navigateSource=resultlist,20220128_075001,"€ 545,000 kosten koper","€ 3,838    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 545,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,2004,Living area142 m²External storage space21 m²,142 m²,21 m²,324 m²,490 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,Skylight,A        What does this mean?,Completely insulated,CH boiler and heat recovery unit,CH boiler,"Daalderop Combifort 24/50 (CV) (gas-fired combination boiler from 2008, in ownership)",324 m²,Full ownership,In residential district,"Back garden, front garden and side garden",Detached brick garage,1 car,Parking on private property,no
