header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Le Mairekade 66,1013 CD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88988696-le-mairekade-66/?navigateSource=resultlist,20220130_211147,"€ 250,000 kosten koper","€ 7,143    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (35 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,1985,Living area35 m²,35 m²,96 m³,1 room,1 story,Ground floor,Mechanical ventilation,C        What does this mean?,CH boiler,CH boiler,Gas-fired combination boiler from 2005,Ownership encumbered with long-term leaset (end date of long-term lease:  01-01-2035),Paid until 01-01-2035,"Alongside a quiet road, on navigable waterway and alongside water",Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
