header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Het Domein - type 3 (Bouwnr. 28),5931 EA Tegelen        ,https://www.funda.nl/en/koop/tegelen/huis-42537529-het-domein-type-3-bouwnr-28/?navigateSource=resultlist,20220129_014509,"€ 355,000 vrij op naam","€ 3,087    The asking price per m² (€ 355,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under option,Available in consultation,"Single-family home, corner house",New property,2022,SWK garantiecertificaat,Living area115 m²,115 m²,227 m²,446 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Balanced ventilation system and solar panels,A        What does this mean?,"Roof insulation, insulated walls and floor insulation",Heat pump,Electrical boiler,227 m²,Full ownership,Alongside park and in residential district,"Back garden, front garden and side garden",Detached wooden storage,Parking place,Public parking,no
