header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Monceaupark 26,1448 GJ Purmerend        ,https://www.funda.nl/en/koop/purmerend/huis-42574300-monceaupark-26/?navigateSource=resultlist,20220128_054133,"€ 595,000 kosten koper","€ 3,742    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (159 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,2007,Gable roof covered with roof tiles,Living area159 m²Other space inside the building18 m²Exterior space attached to the building28 m²,159 m²,18 m²,28 m²,247 m²,664 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Shower and toilet,3 stories,"Mechanical ventilation, rolldown shutters and TV via cable",A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,District heating,247 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,70 m² (10 meter deep and 7 meter broad),Located at the south,Attached brick garage and carport,1 car,Parking on private property,no
