header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
César Domelahof 32,3544 MJ Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42510622-cesar-domelahof-32/?navigateSource=resultlist,20220131_152634,"€ 535,000 kosten koper","€ 3,567    The asking price per m² (€ 535,000) is calculated by dividing the asking price of the home by the living area (150 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,2006,Living area150 m²,150 m²,122 m²,506 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,3 stories,Mechanical ventilation and TV via cable,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",District heating,District heating,122 m²,Municipal long-term lease,Bought off for eternity,Alongside a quiet road and in residential district,Back garden,"48 m² (8,5 meter deep and 5,7 meter broad)",Located at the north,Built-in,Public parking,no
