header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Location,Garden,Sun terrace,Garden location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Marktstaete 37,5531 BR Bladel        ,https://www.funda.nl/en/koop/bladel/appartement-88909649-marktstaete-37/?navigateSource=resultlist,20220129_071157,"€ 459,000 kosten koper","€ 3,504    The asking price per m² (€ 459,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 171 per month,8 weeks,Sold under reservation,Available in consultation,€ 171.00 per month,Maisonnette (apartment),Resale property,2011,Gable roof,Living area131 m²Other space inside the building6 m²Exterior space attached to the building55 m²External storage space6 m²,131 m²,6 m²,55 m²,6 m²,440 m³,4 rooms (3 bedrooms),2 stories,1st floor,A        What does this mean?,Energy efficient window and completely insulated,CH boiler,Full ownership,In center,Sun terrace,"50 m² (9 meter deep and 7,5 meter broad)",Located at the southwest,Parking place,Yes,Yes,Yes (€ 171.00 per month),Yes,Yes,Yes,no
