header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Schouwenburgsestraat 15,6579 AH Kekerdom        ,https://www.funda.nl/en/koop/kekerdom/huis-42503192-schouwenburgsestraat-15/?navigateSource=resultlist,20220128_024551,"€ 245,000 kosten koper","€ 2,692    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Available,Available in consultation,"Single-family home, corner house",Resale property,1961,Gable roof covered with roof tiles,Living area91 m²External storage space15 m²,91 m²,15 m²,239 m²,354 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,F        What does this mean?,Double glazing,CH boiler,CH boiler,Remeha Tzerra (gas-fired combination boiler),239 m²,Full ownership,Back garden and front garden,120 m² (15 meter deep and 8 meter broad),Located at the northwest accessible via the rear,Attached brick storage,Public parking,no
