header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
Heerlenerweg 12,6132 CM Sittard        ,https://www.funda.nl/en/koop/sittard/huis-88899210-heerlenerweg-12/?navigateSource=resultlist,20220128_042835,"€ 349,000 kosten koper","€ 2,792    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1959,Gable roof covered with roof tiles,Living area125 m²Other space inside the building39 m²Exterior space attached to the building21 m²,125 m²,39 m²,21 m²,247 m²,538 m³,6 rooms (3 bedrooms),"2 stories, a/an attic and a basement",D        What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,"Bosch (gas-fired from 2015, to rent)",247 m²,Full ownership,Back garden and front garden,Built-in and basement,1 car,"Electrical door, electricity and running water",Parking on private property,no
