header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Croesestraat 114,3522 AJ Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42672502-croesestraat-114/?navigateSource=resultlist,20220131_152327,"€ 450,000 kosten koper","€ 5,357    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1912,"Protected townscape or village view (permit needed for alterations), renovation project and listed building (national monument)",Combination roof covered with asphalt roofing and roof tiles,Living area84 m²,84 m²,92 m²,321 m³,3 rooms (2 bedrooms),1 bathroom,Bath and toilet,2 stories and a loft,Skylight,Not required,Gas heaters,Gas water heater,92 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"25 m² (5,3 meter deep and 4,7 meter broad)",Located at the south accessible via the rear,Paid parking and resident's parking permits,no
