header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Rustenburgstraat 117,7311 JA Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/huis-42680975-rustenburgstraat-117/?navigateSource=resultlist,20220129_064327,"€ 375,000 kosten koper","€ 4,630    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1915,Combination roof covered with roof tiles,Living area81 m²Other space inside the building13 m²,81 m²,13 m²,119 m²,329 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,2 stories and a basement,Skylight and passive ventilation system,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2021, in ownership)",119 m²,Full ownership,"Alongside a quiet road, in center and in residential district",Back garden,Resident's parking permits,no
