header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,error
Hondiusstraat 43,4532 CA Terneuzen        ,https://www.funda.nl/en/koop/terneuzen/huis-42516582-hondiusstraat-43/?navigateSource=resultlist,20220128_003904,"€ 200,000 kosten koper","€ 2,105    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1936,Living area95 m²Other space inside the building14 m²,95 m²,14 m²,165 m²,382 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Skylight, rolldown shutters and flue",E        What does this mean?,CH boiler and gas heater,CH boiler,"Nefit HRC (gas-fired combination boiler from 2004, in ownership)",165 m²,Full ownership,Back garden and front garden,"76 m² (18,5 meter deep and 4,1 meter broad)",Located at the southwest accessible via the rear,Attached brick storage,no
