header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Back garden,Garden location,error
Starterstraat 21,2531 GA Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88046860-starterstraat-21/?navigateSource=resultlist,20220131_212235,"€ 289,500 kosten koper","€ 2,811    The asking price per m² (€ 289,500) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1949,Living area103 m²Other space inside the building3 m²Exterior space attached to the building9 m²,103 m²,3 m²,9 m²,121 m²,360 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2010, in ownership",121 m²,Back garden and front garden,"56 m² (11,25 meter deep and 4,97 meter broad)",Located at the southwest,no
