header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Area,Garden,Shed / storage,Insulation,Type of parking facilities,error
Lombardijenlaan 13,5045 WJ Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-88015159-lombardijenlaan-13/?navigateSource=resultlist,20220128_053156,"€ 325,000 kosten koper","€ 2,982    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,"Single-family home, row house",Resale property,1992,Gable roof covered with roof tiles,Living area109 m²External storage space6 m²,109 m²,6 m²,149 m²,360 m³,6 rooms (4 bedrooms),2 stories and a attic,A        What does this mean?,District heating,149 m²,Back garden and front garden,Detached wooden storage,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Public parking,no
