header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Oostakkerstraat 47,1066 HR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88974428-oostakkerstraat-47/?navigateSource=resultlist,20220130_191701,"€ 480,000 kosten koper","€ 4,898    The asking price per m² (€ 480,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,2001,With carpets and curtains,Flat roof covered with asphalt roofing,Living area98 m²External storage space5 m²,98 m²,5 m²,318 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,B        What does this mean?,Double glazing,CH boiler and partial floor heating,"Gas-fired, in ownership",1 m²,Alongside a quiet road and in residential district,Back garden,"0,01 meter deep and 0,01 meter broad",Located at the north,Detached wooden storage,Electricity,Parking garage,no
