header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Groen van Prinstererlaan 18,5624 GA Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88059867-groen-van-prinstererlaan-18/?navigateSource=resultlist,20220201_010912,"€ 325,000 kosten koper","€ 3,066    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1961,Gable roof covered with roof tiles,Living area106 m²External storage space8 m²,106 m²,8 m²,160 m²,371 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,"Outdoor awning, optical fibre and flue",C        What does this mean?,"Roof insulation, energy efficient window and floor insulation",CH boiler,CH boiler,"Valliant HR 23-30 eco tec (gas-fired combination boiler from 2016, in ownership)",160 m²,In residential district,Back garden and front garden,"72 m² (11,72 meter deep and 6,16 meter broad)",Located at the southeast,Detached brick storage,Electricity,Public parking,no
