header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of property,Plot size,Location,error
Nesciolaan,9752 Haren (GR)        ,https://www.funda.nl/en/koop/haren-gr/bouwgrond-86867218-nesciolaan/?navigateSource=resultlist,20220129_193830,"€ 170,300 kosten koper","€ 128,180 vrij op naam",6+ months,Sold under reservation,Available in consultation,Building plot,493 m²,Outside the built-up area,no
