header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Havenstraat 27,3401 DM IJsselstein        ,https://www.funda.nl/en/koop/ijsselstein/huis-42680346-havenstraat-27/?navigateSource=resultlist,20220130_164829,"€ 300,000 kosten koper","€ 4,286    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1910,Protected townscape or village view (permit needed for alterations),Living area70 m²External storage space4 m²,70 m²,4 m²,63 m²,252 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,TV via cable,E        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler from 2017, in ownership",63 m²,Full ownership,"Alongside a quiet road, alongside water, in center and in residential district",Back garden,"14 m² (6,19 meter deep and 2,32 meter broad)",Located at the south accessible via the rear,Attached brick storage,Paid parking and resident's parking permits,no
