header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Detmerskazerne 2e fase Vrijstaande woning (Bouwnr. 69),7211 BM Eefde        ,https://www.funda.nl/en/koop/eefde/huis-42595831-detmerskazerne-2e-fase-vrijstaande-woning-bouwnr-69/?navigateSource=resultlist,20220128_010812,"€ 655,000 vrij op naam","€ 4,094    The asking price per m² (€ 655,000) is calculated by dividing the asking price of the home by the living area (160 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",New property,2022,Woningborg garantiecertificaat,Living area160 m²,160 m²,625 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,3 stories,"Skylight, optical fibre and solar panels",A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation","Partial floor heating, heat recovery unit and heat pump",In residential district,Surrounded by garden,Detached wooden storage,Electricity,Parking on private property and public parking,no
