header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Shed / storage,Type of parking facilities,error
Ringdijk 145,8244 BH Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-88031423-ringdijk-145/?navigateSource=resultlist,20220129_020001,"€ 240,000 kosten koper","€ 2,182    The asking price per m² (€ 240,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1984,Gable roof covered with roof tiles,Living area110 m²External storage space7 m²,110 m²,7 m²,170 m²,377 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,B        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2015, to rent",170 m²,Back garden,Detached brick storage,Public parking,no
