header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Binnenhof 48,5591 GN Heeze        ,https://www.funda.nl/en/koop/heeze/appartement-42672397-binnenhof-48/?navigateSource=resultlist,20220129_033718,"€ 330,000 kosten koper","€ 4,521    The asking price per m² (€ 330,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Galleried apartment (apartment),Resale property,2006,Combination roof covered with roof tiles,Living area73 m²Exterior space attached to the building6 m²External storage space4 m²,73 m²,6 m²,4 m²,242 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,Mechanical ventilation,A        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired from 2019, in ownership)",Full ownership,Alongside a quiet road and in residential district,Balcony present,Storage box,Parking on gated property and public parking,No,No,No,No,No,No,no
