header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Grensstraat 111,6374 CR Landgraaf        ,https://www.funda.nl/en/koop/landgraaf/huis-42429841-grensstraat-111/?navigateSource=resultlist,20220127_230949,"€ 164,000 kosten koper","€ 1,312    The asking price per m² (€ 164,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 169,000 kosten koper",4 months,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1931,Gable roof covered with roof tiles,Living area125 m²Other space inside the building32 m²Exterior space attached to the building6 m²,125 m²,32 m²,6 m²,151 m²,455 m³,4 rooms (3 bedrooms),1 separate toilet,"2 stories, a/an loft and a basement",G        What does this mean?,Mostly double glazed,CH boiler,151 m²,Full ownership,Back garden,"50 m² (0,01 meter deep and 0,01 meter broad)",Located at the south accessible via the rear,Public parking,no
