header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Garden,Shed / storage,error
Type E semi-bungalow (Bouwnr. 14),5541 Reusel        ,https://www.funda.nl/en/koop/reusel/huis-42546854-type-e-semi-bungalow-bouwnr-14/?navigateSource=resultlist,20220129_202852,"€ 389,000 vrij op naam","€ 3,777    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Under option,Available in consultation,"Bungalow, semi-detached residential property (semi-bungalow)",New property,2023,Flat roof covered with plastic,Living area103 m²,103 m²,452 m³,4 rooms (3 bedrooms),1 bathroom,2 stories,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,Heat pump,Back garden and front garden,Attached brick storage,no
