header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zandstraat 5 a,1011 HJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42565583-zandstraat-5-a/?navigateSource=resultlist,20220130_222936,"€ 565,000 kosten koper","€ 7,062    The asking price per m² (€ 565,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 216 per month,3 months,Under offer,Available in consultation,Ground-floor apartment (apartment),Resale property,1960,Flat roof covered with asphalt roofing,Living area80 m²,80 m²,275 m³,2 rooms (1 bedroom),1 story,Ground floor,TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2019, in ownership)",Full ownership,In center,Paid parking,Yes,Yes,Yes,No,No,Yes,no
