header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Babsloot 26,2771 EL Boskoop        ,https://www.funda.nl/en/koop/boskoop/huis-88038451-babsloot-26/?navigateSource=resultlist,20220129_005750,"€ 385,000 kosten koper","€ 3,500    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1990,Gable roof covered with roof tiles,Living area110 m²External storage space7 m²,110 m²,7 m²,185 m²,362 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,C        What does this mean?,CH boiler,CH boiler,"Atag (gas-fired combination boiler from 2013, in ownership)",185 m²,Full ownership,"Alongside water, in center, in residential district and unobstructed surrounding view",Back garden and front garden,Attached brick storage,Parking on private property and public parking,no
