header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,error
Voldersgracht 22,2611 EV Delft        ,https://www.funda.nl/en/koop/delft/huis-41686440-voldersgracht-22/?navigateSource=resultlist,20220128_043237,"€ 785,000 kosten koper","€ 3,257    The asking price per m² (€ 785,000) is calculated by dividing the asking price of the home by the living area (241 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Property alongside canal, row house",Resale property,Before 1906,Combination roof covered with asphalt roofing and roof tiles,Living area241 m²Other space inside the building51 m²Exterior space attached to the building10 m²,241 m²,51 m²,10 m²,162 m²,995 m³,8 rooms (5 bedrooms),3 stories and a attic,TV via cable,Not available,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler from 2019, in ownership",162 m²,Full ownership,In center,Sun terrace,no
