header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kruisstraat 28 RD,2011 PZ Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42431735-kruisstraat-28-rd/?navigateSource=resultlist,20220128_055710,"€ 749,000 kosten koper","€ 4,741    The asking price per m² (€ 749,000) is calculated by dividing the asking price of the home by the living area (158 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1885,Gable roof covered with asphalt roofing,Living area158 m²Exterior space attached to the building9 m²,158 m²,9 m²,565 m³,6 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,G        What does this mean?,Gas heaters,Gas water heater,Full ownership,In center,Roof terrace present,Paid parking and resident's parking permits,No,No,No,No,No,No,no
